Date,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
200310,  10.67,   3.70,   6.09,   5.71,   6.13,  12.07,   3.23,   7.69,   4.02,  12.23,   5.70,   3.46,  -0.07,   6.58,   6.14,   3.40,   7.06,  16.53,  19.18,   2.04,  12.86,   9.81,   8.77,  12.00,   5.99,   1.61,  12.02,  15.23,   9.64,   1.48,   1.24,   6.38,   3.67,   5.04,  10.01,   2.87,  16.13,  10.15,   8.19,   4.63,   9.26,   4.55,   9.80,   6.90,   7.22,   4.81,   1.28,   9.18,  -1.33
200311,   5.93,   2.12,   3.20,   1.91,  11.59,   1.57,   5.74,   1.60,  -0.93,   3.43,   7.25,   3.48,   0.83,   2.54,   0.03,  -0.85,   2.63,   5.94,   3.34,   4.63,   3.91,   7.07,   3.42,  -0.37,  -2.46,  -0.76,  11.74,   7.24,   1.40,   0.15,   0.48,  -0.68,   7.64,   2.40,   1.89,  -0.10,   3.69,   3.88,   0.78,  -0.87,  -1.31,   4.21,  -0.52,   3.38,   0.73,   1.57,   3.78,  -0.61,   0.02
200312,   4.78,   1.06,   5.72,   6.62,   4.34,  -0.92,   7.02,   2.85,   2.21,   0.77,   1.16,   4.34,   6.11,   9.26,   3.86,   1.06,   7.21,  -0.09,  10.60,   6.97,   3.36,   5.45,  15.28,  10.70,  12.13,  11.74,   1.76,   5.48,  26.37,  13.41,   5.58,   7.48,  -3.25,   4.35,   2.34,   4.58,  -1.79,   3.14,   8.66,  10.44,   1.28,   3.18,  -3.30,  -0.44,   3.05,   5.77,   2.20,   4.18,   7.55
200401,  -3.31,   0.92,   5.61,  -2.89,   2.05,  -0.09,   0.24,   0.88,   1.84,  -2.01,   4.57,   6.35,   2.26,  -1.97,   4.56,   1.27,  -1.17,  -4.80,   0.03,   3.22,  -1.68,  -0.43,  -3.50,   2.57,   1.27,  -4.45, -13.71,  -5.37,  -7.38,   0.29,   1.64,   1.05,   9.80,   1.70,   4.90,   4.16,   4.35,   9.21,  -3.59,  -1.14,  -4.01,   2.94,  -0.24,   0.58,   2.33,   4.87,   6.32,   3.51,   6.87
200402,   2.12,   6.26,   5.76,   2.46,   3.82,   3.71,   0.99,   0.86,   2.91,   5.39,  -2.98,  -0.28,   1.22,   2.35,   2.65,  10.57,   4.69,  10.55,   6.17,  10.41,   0.22,  -2.94,  -1.75,  -1.24,  -0.04,  -3.60,   5.45,   6.67,   6.86,   4.05,   1.66,  -0.52,  -2.84,  -1.07,  -4.56,  -3.67,  -1.20,  -4.06,   2.95,   6.33,   0.10,   2.23,   6.69,   7.19,   2.02,   4.29,   2.29,   2.86,  -2.64
200403,   4.28,   1.19,   3.73,  -0.56,  -5.24,  -3.12,   2.18,  -0.22,   1.49,   2.88,  -2.97,   0.92,  -5.15,  -1.93,  -4.68,  -2.21,   2.61,   4.91,  -4.56,   1.61,   1.00,  -0.52,  -1.97,  -5.00,  -3.31,  -0.68,   6.89,  -2.60,   6.87,  -0.11,   0.89,  -2.12,   5.60,   1.52,   0.03,  -2.90,  -4.61,  -0.92,   0.55,  -0.22,  -0.55,   1.97,  -0.23,   0.78,  -0.64,  -0.76,   1.09,  -2.31,  -5.02
200404,  -0.14,   2.92,   4.73,   0.38,   1.90,  -6.30,  -1.70,  -0.11,   1.88,  -1.57,   1.29,   2.74,   3.82,  -0.66,  -0.54,  -3.71,  -0.79, -11.26,  -8.72,  -0.65,  -2.68,  -1.80,   3.31,   1.86,   5.67,   3.91, -21.10, -12.98,   2.92,   2.64,  -3.81,  -0.84,   0.60,   0.88,  -8.92,  -1.31,  -7.89,  -5.85,   1.53,  -2.39,   0.17,   0.89,  -3.28,  -1.02,  -5.84,  -0.68,  -6.86,  -8.29,  -1.83
200405,   1.16,  -1.85,   2.13,   2.15, -12.61,   2.89,  -0.82,   0.21,   1.42,   0.38,  -0.98,  -0.25,  -0.66,   0.29,   0.72,  -4.63,   2.55,   0.69,   5.65,   1.07,   2.11,   0.72,  -3.28,   0.34,   1.66,   3.40,   6.25,   2.91,   6.42,   0.05,   0.84,  -2.97,   1.24,   0.50,   5.00,   2.68,   8.67,   3.77,  -0.04,   4.75,   1.86,   0.13,   0.63,  -3.03,   2.39,   0.03,   2.42,   0.39,   3.49
200406,   3.59,   1.89,   4.44,  -0.59,   4.59,   2.69,   3.31,  -2.65,   2.17,   4.22,   3.62,   3.07,  -1.74,   5.16,   4.02,   2.76,   2.40,  -0.09,   9.31,  10.81,   5.81,   6.66,   5.23,   9.72,   4.47,   5.76,  -3.12,   4.39,  13.72,   5.29,   1.74,   0.74,  -4.79,   0.92,   3.74,   4.67,  -1.22,   6.36,   4.88,   6.59,   6.24,   2.57,  -0.36,  -0.62,   0.48,   0.48,   3.02,  -0.50,   4.42
200407,  -5.35,  -4.06, -20.40, -10.04,  -3.76,  -5.68,  -6.75,  -4.41,  -5.48,  -5.22,  -6.23,  -6.97,  -5.70,  -3.35,  -7.37,  -1.78,  -4.86,  -1.86,  -0.21,  -6.86,  -6.26,  -8.88,  -3.86,   1.21,  -0.77,  -0.44,   2.89,   2.23,  -1.50,   3.34,   0.82,  -1.37,  -7.83,  -4.44,  -7.54,  -6.75, -11.96, -11.35,  -5.52,  -2.94,  -4.56, -11.37,  -3.50,   2.56,  -1.43,  -3.20,   0.88,  -6.58,   0.53
200408,   1.84,  -0.25,   0.09,   1.75,   3.19,   1.22,  -1.86,   0.07,   4.62,  -0.05,   0.01,  -0.99,   2.12,   2.70,   0.95,   1.19,   3.94,   3.77,  -0.50,   3.68,  -2.61,   0.19,  -3.74,  -0.01,  -1.81,  -0.08,   9.47,   3.37,  -5.19,  -1.73,   3.23,   1.07,  -4.03,  -3.20,  -5.51,  -2.82,  -6.75,  -4.84,  -0.18,  -0.13,  -0.99,  -2.53,  -0.95,  -2.60,   3.88,   0.86,   6.62,   3.06,  -0.97
200409,   2.98,  -0.89,  -4.27,  -8.31,  -3.95,   8.11,   4.07,   1.01,  -2.92,   2.64,   1.25,   6.15,  -3.46,   4.07,  -1.65,   3.49,   2.88,   8.07,   7.79,   2.57,   6.00,   2.07,   2.03,  -0.24,   5.26,   4.72,   4.40,   7.42,   8.71,   8.79,   1.13,   1.33,   0.93,   3.89,   1.91,   4.65,   2.58,   3.06,  -0.45,   3.69,   2.96,  -0.16,   2.88,   4.79,  -0.91,   1.23,   1.92,   1.42,   1.53
200410,   2.48,   3.26,   6.83,   1.08,   2.84,   0.23,   3.06,   2.51,  -3.92,   5.07,  -0.39,  -2.56,  -2.62,   0.42,   3.62,   6.33,   0.39,   0.94,  -3.90,   3.75,  -1.15,   2.84,  -4.49,  -2.90,   0.41,  -1.34,   3.63,  -7.58,  -0.12,   0.59,   3.99,   3.10,  -2.04,   1.78,   4.64,   5.27,   6.15,   5.67,  -3.94,   3.42,   6.91,   2.70,   3.28,   2.91,   1.99,  -5.09,   3.90,   4.66,   0.67
200411,   0.01,   3.47,   0.94,  -1.22,  17.41,   6.59,   6.93,   1.69,   4.00,   3.99,   8.36,   1.28,  -0.37,   8.47,   7.91,   5.00,   6.17,   7.31,  12.74,   9.24,   7.60,   7.88,   7.71,   6.26,   7.43,  11.95,  -0.81,   7.70,  25.45,   5.92,   4.46,   3.59,  11.28,   4.73,   7.34,   3.16,   3.63,   3.81,   4.98,  10.31,   5.56,   8.32,   2.39,   6.78,   2.82,   7.88,   6.02,   5.56,   3.04
200412,   4.30,   5.20,  -0.93,   4.35,   6.22,   4.03,   8.24,   0.94,   4.06,   5.49,   4.28,   4.62,   5.92,   2.57,   3.74,   4.23,   2.88,  10.70,  -1.77,   8.36,   2.94,   4.16,   4.66,   1.06,  -2.76,  -6.74,  -6.81,   1.82,  -3.07,  -2.36,   2.22,   4.10,   2.98,   3.05,   4.08,   3.20,   2.15,   3.07,   3.37,   4.19,   4.10,   5.88,   2.92,   5.09,   3.26,   4.82,  12.88,   5.51,   3.86
200501,  -2.81,   0.29,   3.08,  -0.67,   4.36,  -2.22,  -5.07,  -3.34,  -1.55,  -2.56,   1.88,  -0.13,  -5.68,  -1.48,  -8.01,  -3.32,   3.02,   3.07,  -0.41,  -1.20,  -5.28,  -1.20,  -8.17,  -0.94,  -2.77,   0.55,  -6.48,   0.87,   4.55,   2.98,   1.60,  -4.56,  -1.18,  -3.40,  -4.71,  -6.85,  -7.62,  -4.49,  -3.20,  -4.12,  -6.90,  -2.80,  -1.01,   0.34,  -3.19,  -0.84,   2.20,  -0.62,  -0.61
200502,   2.49,  -1.15,  -0.37,   1.34,   3.12,   0.00,  -1.15,  -0.55,  -0.04,   1.99,   4.47,   1.33,   2.25,   8.00,   2.20,   0.80,  -0.47,   9.20,   9.61,  -2.95,   6.60,   2.03,  -0.70,   4.30,   1.72,   1.53,   8.04,  10.13,  14.04,  19.13,   1.93,  -0.34,  -2.30,   0.87,  -0.83,  -2.33,   3.93,   2.25,   1.26,   9.52,   2.35,   3.07,   0.28,   1.10,  -1.83,   2.54,   7.84,  -0.65,  -1.13
200503,   0.77,  -1.57,  -0.50,  -1.43,  -0.80,  -6.48,   0.09,  -1.25,  -0.63,  -1.22,   6.53,  -4.95,  -0.10,  -2.28,   0.22,  -6.45,  -1.01,  -7.17,  -7.63,  -5.09,  -3.18,  -2.71,  -8.61,   2.43,   1.86,   2.55,  -6.14,  -5.02,  -3.62,  -3.48,   0.29,  -0.27,  -0.38,  -0.59,  -1.10,  -2.76,  -3.16,  -6.44,  -0.52,  -2.13,  -1.05,  -1.95,   0.37,   0.27,  -3.44,  -4.73,  -4.50,  -1.36,   0.44
200504,  -1.26,  -0.20,   1.30,   2.22,  -1.34, -11.56,  -3.88,  -3.05,  -2.91,  -7.30,   0.69,   3.02,   4.46,  -7.48,  -5.05,  -5.98,  -0.91,  -3.45,  -9.93,  -1.25,  -5.60,  -8.05, -11.44,  -0.41,  -3.56,  -1.09, -10.45,  -9.76,  -6.08,  -5.59,   1.92,  -2.38,  -3.01,  -3.67,  -6.45,  -4.86,  -2.33,  -5.50,  -8.25,  -4.94,  -6.27,  -2.67,  -5.71,  -5.88,   0.07,  -1.93,  -1.02,  -4.53,  -0.58
200505,   4.37,   1.81,   3.87,   2.28,   3.18,   3.26,   4.65,  -1.46,   1.61,   6.59,   1.93,   0.44,   1.40,  -0.06,   5.51,   5.88,   2.37,  10.11,  -0.04,   7.27,   5.53,   6.52,   9.85,   5.10,   3.84,   6.70,  -1.65,   5.43,  10.18,   1.52,   1.31,   1.53,   4.97,   2.16,  10.56,   6.00,  10.39,   8.88,   0.32,  -0.15,   4.95,   4.22,   6.54,   8.06,   2.34,   5.85,   9.17,   1.22,   0.87
200506,  -0.75,  -2.67,   1.88,  -4.37,  -3.44,   1.82,  -1.32,  -0.80,  -2.61,   5.68,   3.56,  -1.65,  -0.86,  -1.20,   1.27,   1.62,  -0.53,   8.86,  -3.14,  -2.10,   0.58,  -2.88,   2.95,  -0.16,   1.84,  -0.30,   4.87,   6.72,   7.25,   5.71,   5.25,   0.01,   4.52,   2.86,  -1.16,  -2.72,  -1.21,  -1.46,  -3.31,  -3.58,  -3.20,   1.36,   2.98,  -2.49,   0.64,   3.84,   6.40,   5.85,  -3.36
200507,   4.54,   1.91,   4.28,   1.66,   3.58,   2.93,   4.26,   2.29,   3.07,   3.29,  -4.32,   6.35,   3.84,   4.60,   2.54,   2.81,   7.87,  11.16,  13.13,  -0.44,  10.60,   6.78,   7.34,   1.74,   6.54,  -2.19,  -3.88,  10.19,  20.92,   5.74,   2.77,   2.69,   1.68,   5.23,   3.17,   5.51,   9.25,   8.72,   5.14,   4.69,   8.13,   5.17,   6.00,   4.47,   0.19,   3.21,  -1.34,   4.57,  -0.22
200508,  -4.39,  -2.08,  -2.18,   0.41,   4.54,   2.71,  -1.61,   0.30,  -1.13,  -4.00,  -0.10,   0.39,  -0.85,  -6.30,  -6.46,  -2.20,  -1.57,  -3.49,  -1.00,  -2.38,   1.19,  -0.11,  -4.53,  -0.42,  -0.13,  -0.34,   4.72,   1.01,   8.65,   5.30,   0.86,  -1.28,  -0.89,  -0.31,  -2.69,   0.67,  -0.76,   1.04,  -4.03,   0.89,  -3.76,  -1.49,  -6.76,  -4.87,  -2.00,  -1.03,  -3.85,  -1.30,  -2.08
200509,   1.51,   1.88,  -8.53,   0.09,   3.59,  -3.70,  -1.13,  -3.76,   1.50,  -1.98,  -1.09,  -4.14,  -1.43,  -2.10,  -1.49,  -5.11,   4.13,   1.09,   2.96,  -4.75,  -0.19,   2.25,  -6.50,   0.97,   4.58,  -2.27,  19.11,  10.34,   9.47,   7.17,   4.16,  -1.54,  -6.52,   1.07,   2.16,  -0.06,   1.06,  -0.43,   0.62,  -5.41,   3.85,  -0.13,  -2.21,  -0.29,  -1.61,   4.28,  -1.50,   6.78,  -0.02
200510,  -4.47,  -3.25,  -0.95,   0.53,   1.70,  -7.23,  -1.95,  -7.17,  -3.65,  -2.31,  -4.67,  -1.54,  -3.67,   2.29,   0.30,  -4.07,  -6.14, -10.99,  -4.35,  -7.22,  -4.64,  -4.27,  -6.82,  -4.81,  -3.08,  -1.58, -10.07,  -3.16,  -9.74, -10.22,  -6.99,  -3.68,   0.22,  -0.46,  -1.56,   1.39,  -6.54,  -3.52,   0.88,  -0.94,   2.56,  -2.16,   2.18,   0.14,   2.64,   2.01,  -8.41,   3.14,   1.21
200511,  -3.92,  -0.87,   4.55,   1.18,  -2.62,   5.36,   5.44,   2.93,   3.03,   6.20,   5.38,   2.31,   0.66,   3.14,   3.69,   5.19,   3.11,   7.19,  12.03,  10.40,   6.88,   6.44,  -1.51,   5.24,  -0.68,   0.64,   8.41,   5.79,   0.55,   0.70,  -0.64,   2.59,   3.48,   4.49,   2.68,   5.55,  10.64,   8.08,   7.15,   7.44,   7.34,   4.52,   3.63,   6.22,   3.97,   4.52,   2.90,   4.24,   4.82
200512,  -0.42,  -0.21,  -0.47,  -2.29,   3.07,  -1.15,  -2.99,   0.63,   1.49,  -0.38,  -1.57,   1.00,   3.08,   0.34,   1.82,   0.29,  -0.03,  -0.46,   3.52,  -7.07,   0.74,  -0.71,  -1.92,   3.05,   0.61,   4.39,  14.71,   2.35,   1.50,   0.42,   0.97,  -1.82,  -3.47,  -0.20,   0.29,  -2.70,  -2.73,  -1.66,   1.54,  -0.23,   1.68,   1.00,  -1.16,   0.96,   0.21,  -0.05,  -0.45,   0.68,  -1.21
200601,   2.67,   1.35,   3.24,  -0.74,  -2.45,   6.83,   4.53,   0.52,   2.35,   2.48,   0.59,   3.01,   2.00,   3.21,   3.89,  -3.06,   7.72,  10.77,  14.91,  10.48,  11.51,   6.33,   4.77,   1.43,   4.72,   6.37,  16.62,  17.25,  15.14,  12.46,   2.88,   3.30,  -0.19,   3.67,   4.93,   3.15,   4.47,   5.64,  -3.03,   0.03,   4.91,   6.84,   0.65,   4.30,   0.35,  -1.11,   0.04,   9.03,  -2.85
200602,   0.24,   1.40,   0.41,   1.84,  -0.11,   1.00,   0.08,   2.06,   1.06,   0.16,   0.73,  -2.01,   1.57,  -0.54,   2.88,   3.41,   2.40,  -7.48,  -3.46,   3.72,  -1.01,   2.80,  -2.74,   4.47,   5.99,   6.66, -12.86,  -6.58,  -8.61,  -8.49,  -0.18,   3.26,  -0.87,   1.49,   1.76,  -3.65,  -0.54,   2.46,   0.31,  -0.59,   1.01,   1.51,   1.24,   2.00,   1.70,   0.46,   1.68,   2.02,   0.16
200603,   4.60,   2.49,   6.61,  -0.20,  -1.02,   4.04,   3.60,   0.66,  -0.45,   3.20,  -1.34,  -1.15,  -0.96,   1.04,   3.11,  -2.64,   4.13,   2.07,  11.99,   2.45,   3.08,   4.98,   2.45,   3.78,   2.96,   3.27,   0.05,  11.05,   5.78,   3.91,  -3.95,   1.75,   3.69,   2.33,   2.48,   2.96,   3.19,   2.71,   3.26,   3.03,   4.57,   3.85,   2.07,   2.35,   0.04,  -0.49,   7.68,   3.25,   5.22
200604,  -1.67,   2.09,   0.64,   0.97,   3.33,  -7.77,   3.88,  -0.58,   1.11,  -1.16,  -1.33,  -0.85,  -2.37,   2.89,   2.92,   1.15,   1.18,  -1.35,   7.66,  -1.01,   6.02,   0.83,  -1.31,   5.31,   4.13,   1.07,  11.52,   5.22,  20.78,   4.18,   1.66,   0.94,   1.82,   0.92,  -1.93,  -2.77,   0.95,   1.52,   7.04,  -3.36,   0.35,  -3.29,  -1.42,  -0.23,   4.74,  -0.81,   0.45,   0.90,  -0.23
200605,  -6.23,   3.39,   3.47,   3.53,  -0.95,  -2.46,  -1.51,   2.75,  -4.24,  -5.48,  -0.02,  -4.38,  -2.29,  -2.50,  -3.43,   1.37,  -8.11,  -9.47,  -5.05,  -7.27,  -3.68,  -4.59,   2.22,  -1.26,  -3.47,  -4.47, -11.73, -12.16,  -1.70,  -3.89,   1.10,  -0.23,  -3.73,  -4.16,  -5.64,  -6.79,  -9.18,  -5.08,  -2.77,  -4.03,  -1.81,  -2.21,  -1.58,  -3.73,  -2.96,  -3.67,  -8.11,  -6.93,   0.08
200606,   0.13,  -0.82,   2.74,  -1.29,   1.83,   1.11,   0.65,   0.28,   0.76,  -0.44,   0.07,  -4.35,   0.79,  -1.41,  -1.06,   0.81,  -3.47,  -3.86,   2.71,  -2.61,  -0.98,   1.41,   1.76,  -0.66,   1.93,  -1.20,   1.21,   0.53,  -6.09,   3.01,   2.14,   2.82,  -0.79,  -0.16,  -3.03,   0.74,  -3.64,  -1.77,  -3.35,  -1.00,   4.28,  -1.25,   0.40,   1.64,  -0.83,  -0.20,   1.53,  -0.13,  -2.61
200607,   2.67,   1.28,   3.31,   4.45,   9.04,  -3.95,  -7.50,  -0.73,   0.01,  -3.08,   1.32,   4.41,   4.23,  -4.33,   0.44,  -3.13,  -8.55,  -6.66,  -4.16,  -7.78,  -5.98,  -6.00,  -3.87,  -3.49,  -2.17,   9.53,  -3.14,  -2.37, -12.59,   5.67,   4.70,   2.01,  -3.93,  -4.97,  -3.38,  -2.43,  -6.01,  -2.56,  -5.66,   1.02, -11.23,  -2.07,  -4.77,  -6.10,   1.97,   0.27,  -6.00,   0.67,  -0.81
200608,   9.91,   2.07,  -3.61,   2.15,   4.31,   3.72,   2.18,   2.68,   6.70,   4.15,   5.43,   1.15,   1.92,   3.57,   4.45,   1.49,   2.10,   1.07,  -2.77,  -1.13,  -0.81,   1.05,   2.78,  -1.36,   1.14,   3.00,   1.44,   2.91, -10.53,  -3.41,   1.83,   2.25,  -1.18,   2.91,  12.06,   5.47,   7.91,   3.53,   1.93,   3.74,  -1.44,   1.53,   2.25,   2.91,   0.38,   3.61,  -6.04,   0.32,   4.02
200609,  -1.27,   0.33,  -1.47,  -0.59,  -7.44,   4.98,   4.78,   0.98,   1.70,   8.90,  -1.85,  -0.72,   2.33,   2.18,   3.87,   1.89,   0.84,  -3.70,  -0.03,  -5.20,   0.18,   3.45,   3.25,   3.61,   4.37,   4.28, -15.83,  -1.99, -15.07,  -3.56,  -2.33,   3.60,   2.34,   2.12,   4.09,   4.91,   2.21,   0.85,   1.75,   2.27,   3.93,   1.28,   6.24,   7.16,   2.80,   1.97,  -0.32,   9.34,   2.49
200610,  -4.68,   1.74,  -5.84,   0.42,   5.43,  12.63,   8.28,   6.23,   2.83,   8.04,  -4.28,   3.80,   1.70,   5.75,   5.94,   0.26,   3.95,   5.76,  11.03,  19.03,   2.74,   5.09,   3.85,   3.22,   1.44,   0.84,   5.98,   9.79,  14.44,   4.88,   5.23,   4.81,  -0.71,   4.70,   4.72,   6.85,  -0.99,   6.56,   4.83,   5.47,   6.34,   4.55,   3.14,   7.66,   1.15,   0.81,   6.64,   6.23,   2.78
200611,   7.84,   0.00,  -0.46,  -0.84,   3.41,   0.07,   4.84,   1.52,   0.41,   4.19,   3.07,   1.95,  -0.86,   2.56,   3.69,   3.67,   4.32,   7.51,   8.67,  -2.60,   4.20,   1.42,   0.71,   4.04,   4.95,   3.67,   4.50,   7.65,   5.81,   8.34,   2.63,   0.59,   4.06,   1.84,   7.60,   2.08,   1.41,   1.25,   1.95,   5.48,   2.02,   2.10,  -2.58,   1.09,  -0.50,   2.17,   3.30,   1.48,   1.05
200612,   7.09,   0.23,   2.41,   2.25,   1.97,  -1.29,   4.88,   1.73,   1.21,   0.00,   2.85,   2.49,  -0.69,   0.81,   1.54,  -1.83,   2.17,  -2.32,  -2.87,   0.31,  -0.04,  -0.60,   1.02,   0.27,  -1.51,   1.33,  -3.68,  -3.11, -12.70,  -1.70,   0.52,   4.19,   0.51,   1.30,  -0.67,  -0.54,  -2.89,   1.66,   0.54,   3.05,  -2.32,  -0.45,   1.59,   2.12,   4.03,   3.40,   2.28,   2.90,   3.94
200701,   3.98,   0.38,   3.21,   1.65,   1.29,   1.38,   6.73,  -1.14,   1.64,   3.01,   0.98,   5.56,   3.11,   3.72,  -0.82,   8.13,   4.61,   1.10,   9.78,  -3.54,   1.32,   3.53,   6.04,   3.93,   4.64,   5.42,  -1.28,  10.97,   1.51,  -1.42,   0.39,   2.66,   7.22,   2.30,   0.78,   3.31,   1.31,   1.84,   0.68,   6.32,   4.30,   3.92,   3.94,   1.00,  -0.50,  -0.91,  11.36,   3.94,  -1.81
200702,  -2.49,   0.03,  -3.41,  -2.73,  -3.51,   2.59,  -5.34,  -0.20,  -1.49,   1.47,   2.94,  -2.89,  -3.59,   1.66,   1.37,   5.04,   1.93,  -3.52,   2.60,  -2.54,   2.56,  -1.91,   0.64,  -1.99,  -1.36,   0.41,   0.84,   8.56,   1.79,  -2.61,   3.70,  -2.79,  -0.92,  -0.32,  -3.59,  -4.22,   0.56,  -0.70,   1.04,   2.17,  -0.84,  -0.02,  -0.38,  -1.62,  -3.16,   0.08,   1.95,  -6.43,  -3.39
200703,   4.47,   2.63,   4.33,   2.00,   3.83,   0.31,  -0.26,  -2.12,  -0.95,   0.55,  -3.34,   0.39,  -0.46,   1.80,   2.43,  -3.83,  -4.17,  -4.48,   6.12,  -0.19,   2.53,  -0.45,   2.47,   0.54,   0.17,   0.06,  -5.74,   5.13,   2.38,   5.92,   4.12,   2.25,  -0.93,   0.15,   1.23,   1.48,  -1.06,   2.59,   0.80,   2.43,  -0.19,   2.66,   0.16,   1.09,  -1.27,   0.41,   1.44,   0.53,   1.50
200704,   6.21,   2.06,   5.24,   4.78,   2.78,   9.32,   0.82,   2.03,   3.20,   1.58,   3.15,   3.87,   7.66,   1.82,   3.28,   8.54,   3.58,   4.27,   3.33,   5.23,   6.56,   6.06,   5.79,   6.78,   3.48,  -0.38,  -0.77,   7.47,  14.35,   4.92,   3.83,   1.40,   3.42,   4.45,   4.99,   3.98,   6.03,   2.67,   5.02,   8.56,   3.01,   1.33,   2.11,   2.38,   2.60,   3.78,   3.14,   6.02,   2.96
200705,   3.72,   0.25,   4.90,   3.32,   2.62,  -0.33,   1.56,   6.36,  -0.98,   4.92,   2.30,   1.08,   0.71,   4.79,   1.44,   9.89,   5.43,   8.11,  10.37,  11.04,   5.65,   7.14,   3.69,   6.47,   2.71,   2.73,  -3.43,   8.52,  13.20,   6.62,   0.81,   7.26,   6.03,   6.20,   6.35,   3.32,   2.08,   3.02,   3.80,   4.96,   4.61,   2.89,   1.85,   3.22,   1.62,   3.43,   5.08,   3.70,   2.13
200706,   7.05,  -1.25,   0.05,  -2.54,  -1.06,  -5.02,  -1.46,  -3.24,  -3.19,  -0.68,  -0.91,  -1.50,  -4.10,   1.67,  -4.89,  -0.09,  -2.53,  -7.41,  -3.65,   5.30,   1.47,  -1.40,   5.12,  -1.58,  -2.99,  -2.97,  -3.16,   2.49,  -8.58,   1.09,  -5.04,  -1.93,   1.82,  -1.51,   1.52,  -1.38,   2.77,   1.50,  -1.03,  -0.64,  -2.28,  -1.79,  -1.83,  -4.14,  -3.91,  -3.20,  -6.79,  -3.94,   0.82
200707,  -3.97,  -4.94,  -2.10,  -1.16,  -5.09,  -7.14,  -1.00,  -8.36,  -0.72,  -4.55,  -5.81,  -1.97,  -4.46,  -0.74,  -6.78,  -3.76,  -4.47,  -7.33,  -2.70,  -3.72,   1.30,  -0.11,  -7.90,   4.14,  -1.22,   4.36,   6.34,   7.47, -13.81,  -0.85,  -3.81,  -3.42,  -6.86,  -4.88,   2.66,  -2.23,  -2.08,  -0.16,  -2.36,  -1.86,  -1.30,  -4.92,  -5.63,  -2.01,  -7.60,  -7.71,  -9.56,  -8.06,   0.23
200708,   7.39,   1.64,   5.35,   3.33,   4.21,  -4.25,   4.17,  -6.58,   2.38,  -2.83,  -0.14,   2.46,   2.03,   1.87,  -1.46,  -2.65,  -1.42,  -3.74,  -2.79,  -1.19,   1.17,   0.88,  -1.78,  -1.65,  -1.79,   0.95,  -0.40,  -5.56,  -1.19,   0.04,   1.42,  -0.89,   0.62,  -0.50,   5.81,   1.70,   2.06,   1.80,  -0.64,   0.13,  -2.31,   1.75,   1.11,   2.61,   2.47,   1.75,  -4.33,  -2.72,   2.48
200709,  20.58,   1.87,   7.63,   6.35,  -0.23,  -4.84,  11.90,  -1.79,   5.62,   2.15,   3.27,   4.84,   3.15,   4.94,   2.38,  -5.35,  -0.34,  -2.72,   8.37,  -3.24,   4.73,   4.66,   5.91,   7.51,   4.76,   8.59,   7.44,  14.80,  13.59,   7.70,   3.30,   1.98,   3.18,   0.22,   4.03,   5.02,   3.16,   5.42,   1.65,   0.17,  -0.10,   1.00,  -1.78,   2.93,  -0.16,   2.66,  -0.32,   6.07,   4.76
200710,  13.40,  -2.10,  11.34,   4.16,   4.57,  -3.01,   0.19,  -0.39,   0.90,  -1.50,  -1.70,  -1.81,   2.47,   3.24,   3.52,   5.54,   2.51,   7.07,   2.41,   4.87,  -1.35,  -0.32,   0.49,  -2.16,   5.90,   0.50,  12.72,  10.17,  19.18,   2.36,   6.74,  -2.51,   9.17,   3.52,   7.17,  10.90,   0.99,   3.46,   0.62,   3.18,   2.30,   2.68,  -0.19,   4.91,  -3.95,  -2.10,  -0.96,   6.28,   3.00
200711,   0.91,   1.33,  -7.71,   1.81,   6.64,  -8.59,  -8.81,  -8.54,   3.53,  -8.26,  -0.13,  -0.73,  -0.12,  -4.53,  -7.19,  -6.05,  -7.17, -11.98,  -5.95,  -5.38,  -2.76,   3.33, -13.66,  -3.93,  -5.51,   0.44,  -1.22, -14.42,   3.80,  -4.84,  -1.12,  -6.48,  -7.68,  -6.90, -10.73,  -7.80,  -5.54,  -3.03,  -6.43,  -3.35,  -4.12,  -7.42,  -2.90,  -6.03,  -8.66,  -1.20, -12.01,  -8.32,  -2.76
200712,  11.64,  -0.37,  -1.98,  -1.22,  -3.08,  -4.81,  -4.09,  -2.72,  -1.32,  -7.51,  -0.79,   0.65,  -5.33,   4.08,  -1.92,  -6.15,  -3.25,   2.94,   0.88,   2.44,   3.14,   0.56,  -3.04,   0.78,   0.18,  -4.83,  -1.59,  -0.86,  13.80,   7.46,   0.69,  -0.38,  -6.36,  -1.73,  -0.02,   2.88,   0.99,  -0.06,  -1.64,   3.63,  -3.43,  -0.62,  -3.18,  -4.57,  -8.09,   0.09,  -8.12,  -1.28,  -1.65
